ZOTUID,ID_str,Kingdom,Phylum,Class,Order,Family,Genus,Species,metabarcode,fishlist_old,fishlist_new,gbifSB,gbif_temptrans,NC,Australian Faunal Directory,Fishbase,Plausible Order [GBIF],Plausible Family [GBIF],Plausible Genus [GBIF],Plausible Species [all platforms],Plausible Rank [GBIF],Possible match on LitList,Summary,Species Hit,Nr. of Genus in DB,Action,Reason,Status
ZOTU143,Eukaryota_Chordata_Actinopteri_Atheriniformes_Atherinidae_Hypoatherina_Hypoatherina temminckii,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinidae,Hypoatherina,Hypoatherina temminckii,Fish16S,0,0,0,1,0,Dist. in SB,"Indo-Pacific: Red Sea and Delagoa Bay, Mozambique (Ref. 4125) and Persian Gulf (Ref. 68964) to the Cook Islands, north to the Caroline Islands, south to Queensland, Australia.",yes,yes,yes,yes,Species,NA,NA,1,7,NA,,NA
ZOTU144,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinella_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU145,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_Istigobius_Istigobius nigroocellatus,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Istigobius,Istigobius nigroocellatus,Fish16S,0,0,0,0,0,Dist. in SB,"Eastern Indian Ocean: Western Australia and Northern Territory, Australia. Western Pacific",yes,yes,yes,yes,Species,NA,Blackspotted Sandgoby.,1,1,NA,,NA
ZOTU265,Eukaryota_Chordata_Actinopteri_Clupeiformes_Engraulidae_Encrasicholina_Encrasicholina punctifer,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Encrasicholina,Encrasicholina punctifer,Fish16S,0,0,0,0,0,Dist in Northern Regions of AUS,"Indo-Pacific: Red Sea and Persian Gulf south to perhaps Durban in South Africa, Pakistan, India, Sri Lanka, and probably Burma. Also from southern Japan to China, Philippines, Thailand, Indonesia south to Brisbane, Australia, Japan eastward to Hawaii, the Solomon Islands, Fiji, Samoa and Tahiti.",yes,yes,no,no,Family,Actinopteri,More northern Australia on Species and Genus level,0.96,2,Reassigned to family level,"Genus distribution in northern, tropical regions near Shark Bay",10.05.2024
ZOTU147,Eukaryota_Chordata_Actinopteri_Gerreiformes_Gerreidae_Gerres_Gerres oyena,Eukaryota,Chordata,Actinopteri,Gerreiformes,Gerreidae,Gerres,Gerres oyena,Fish16S,0,0,0,0,0,Dist. in SB,"Indo-Pacific: Red Sea to South Africa, east to Marshall and Samoa islands; north to the Ryukyus and south to the Queensland, Australia (Great Barrier Reef) and New Caledonia.",yes,yes,yes,yes,NA,NA,NA,1; 0.98; 0.99; 0.95,6,NA,,NA
ZOTU148,Eukaryota_Chordata_Actinopteri_Chaetodontiformes_Chaetodontidae_Parachaetodon_Parachaetodon ocellatus,Eukaryota,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Parachaetodon,Parachaetodon ocellatus,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU18,Eukaryota_Chordata_Actinopteri_Spariformes_Nemipteridae_Pentapodus_Pentapodus setosus,Eukaryota,Chordata,Actinopteri,Spariformes,Nemipteridae,Pentapodus,Pentapodus setosus,MiFish12S,0,0,0,0,0,Dist. Northeastern AUS,"Western Central Pacific: Philippines, South China Sea, Singapore, and Indonesia.",yes,yes,yes,no,Genus,Pentapodus vitta,More northern Australia,1,6,Reassigned to genus level,"Species distribution in northern, tropical regions near Shark Bay",done 13.05.2024
ZOTU15,Eukaryota_Chordata_Actinopteri_Carangiformes_Carangidae_Gnathanodon_Gnathanodon speciosus,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Gnathanodon,Gnathanodon speciosus,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU150,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU151,Eukaryota_Chordata_Actinopteri_Clupeiformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU152,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU153,Eukaryota_Chordata_Actinopteri_Carangiformes_Carangidae_Alepes_Alepes apercna,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Alepes,Alepes apercna,Fish16S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU154,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_NA_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU155,Eukaryota_Chordata_Actinopteri_Perciformes_Platycephalidae_Platycephalus_Platycephalus westraliae,Eukaryota,Chordata,Actinopteri,Perciformes,Platycephalidae,Platycephalus,Platycephalus westraliae,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU156,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU157,Eukaryota_Chordata_Actinopteri_Scombriformes_Scombridae_Scomberomorus_Scomberomorus munroi,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomberomorus,Scomberomorus munroi,Fish16S,1,1,0,1,0,Dist. in SB,"Western Pacific: restricted to the northern coast of Australia, from the Abrolhos Islands region of Western Australia to Coffs Harbor and Kempsey in central New South Wales; also occurring in southern Papua New Guinea from Kerema to Port Moresby.",yes,yes,yes,yes,Species,NA,NA,1,10,NA,,NA
ZOTU158,Eukaryota_Chordata_Actinopteri_Carangiformes_Carangidae_Alepes_Alepes apercna,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Alepes,Alepes apercna,Fish16S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU159,Eukaryota_Chordata_Actinopteri_Blenniiformes_Blenniidae_Petroscirtes_Petroscirtes breviceps,Eukaryota,Chordata,Actinopteri,Blenniiformes,Blenniidae,Petroscirtes,Petroscirtes breviceps,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU16,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinella_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU160,Eukaryota_Chordata_Actinopteri_Spariformes_Lethrinidae_Lethrinus_NA,Eukaryota,Chordata,Actinopteri,Spariformes,Lethrinidae,Lethrinus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU161,Eukaryota_Chordata_Actinopteri_Ophidiiformes_Bythitidae_Diancistrus_Diancistrus jeffjohnsoni,Eukaryota,Chordata,Actinopteri,Ophidiiformes,Bythitidae,Diancistrus,Diancistrus jeffjohnsoni,Fish16S,0,0,0,0,0,Dist. in SB,"Western Pacific: Western Australia to Queensland, Australia.",yes,yes,yes,yes,Species,NA,NA,1,4,NA,,NA
ZOTU162,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU419,Eukaryota_Chordata_Actinopteri_Perciformes_Centrogenyidae_Centrogenys_Centrogenys vaigiensis,Eukaryota,Chordata,Actinopteri,Perciformes,Centrogenyidae,Centrogenys,Centrogenys vaigiensis,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU164,Eukaryota_Chordata_Actinopteri_Lutjaniformes_Haemulidae_Diagramma_NA,Eukaryota,Chordata,Actinopteri,Lutjaniformes,Haemulidae,Diagramma,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU165,Eukaryota_Chordata_Actinopteri_Atheriniformes_Atherinidae_NA_NA,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU166,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_Istigobius_Istigobius nigroocellatus,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Istigobius,Istigobius nigroocellatus,Fish16S,0,0,0,0,0,Dist. in SB,"Eastern Indian Ocean: Western Australia and Northern Territory, Australia. Western Pacific",yes,yes,yes,yes,Species,NA,Blackspotted Sandgoby.,1,1,NA,,NA
ZOTU167,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Diodontidae_Tragulichthys_Tragulichthys jaculiferus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Diodontidae,Tragulichthys,Tragulichthys jaculiferus,Fish16S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU168,Eukaryota_Chordata_Actinopteri_Clupeiformes_Engraulidae_Engraulis_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU169,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_Vanderhorstia_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Vanderhorstia,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU60,Eukaryota_Chordata_Actinopteri_Perciformes_Centropomidae_Psammoperca_Psammoperca waigiensis,Eukaryota,Chordata,Actinopteri,Perciformes,Centropomidae,Psammoperca,Psammoperca waigiensis,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU170,Eukaryota_Chordata_Actinopteri_Clupeiformes_Dussumieriidae_Etrumeus_Etrumeus teres,Eukaryota,Chordata,Actinopteri,Clupeiformes,Dussumieriidae,Etrumeus,Etrumeus teres,Fish16S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU171,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinella_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU172,Eukaryota_Chordata_Actinopteri_Syngnathiformes_Mullidae_Upeneus_Upeneus tragula,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Mullidae,Upeneus,Upeneus tragula,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU173,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinella_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU357,Eukaryota_Chordata_Actinopteri_Spariformes_Nemipteridae_Pentapodus_Pentapodus setosus,Eukaryota,Chordata,Actinopteri,Spariformes,Nemipteridae,Pentapodus,Pentapodus setosus,MiFish12S,0,0,0,0,0,Dist. Northeastern AUS,"Western Central Pacific: Philippines, South China Sea, Singapore, and Indonesia.",yes,yes,yes,no,Genus,Pentapodus vitta,More northern Australia,1,6,Reassigned to genus level,"Species distribution in northern, tropical regions near Shark Bay",done 13.05.2024
ZOTU175,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_Vanderhorstia_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Vanderhorstia,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU176,Eukaryota_Chordata_Actinopteri_Uranoscopiformes_Pinguipedidae_Parapercis_Parapercis haackei,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Pinguipedidae,Parapercis,Parapercis haackei,Fish16S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU177,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU178,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU179,Eukaryota_Chordata_Actinopteri_Perciformes_Platycephalidae_Inegocia_Inegocia japonica,Eukaryota,Chordata,Actinopteri,Perciformes,Platycephalidae,Inegocia,Inegocia japonica,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU18,Eukaryota_Chordata_Actinopteri_Spariformes_Sparidae_Pagrus_NA,Eukaryota,Chordata,Actinopteri,Spariformes,Sparidae,Pagrus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU180,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU181,Eukaryota_Chordata_Actinopteri_Kurtiformes_Apogonidae_NA_NA,Eukaryota,Chordata,Actinopteri,Kurtiformes,Apogonidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU182,Eukaryota_Chordata_Actinopteri_Acropomatiformes_Pempheridae_NA_NA,Eukaryota,Chordata,Actinopteri,Acropomatiformes,Pempheridae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU183,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_Vanderhorstia_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Vanderhorstia,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU184,Eukaryota_Chordata_Actinopteri_Gonorynchiformes_Chanidae_Chanos_Chanos chanos,Eukaryota,Chordata,Actinopteri,Gonorynchiformes,Chanidae,Chanos,Chanos chanos,Fish16S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU185,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU186,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Monacanthidae_Paramonacanthus_Paramonacanthus choirocephalus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Paramonacanthus,Paramonacanthus choirocephalus,Fish16S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU7,Eukaryota_Chordata_Actinopteri_Gerreiformes_Gerreidae_Gerres_NA,Eukaryota,Chordata,Actinopteri,Gerreiformes,Gerreidae,Gerres,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Set Species to NA as it was Gerres_sp.,,done 08.05.2024
ZOTU188,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU189,Eukaryota_Chordata_Actinopteri_Centrarchiformes_Kyphosidae_Microcanthus_Microcanthus strigatus,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Kyphosidae,Microcanthus,Microcanthus strigatus,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU163,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_cf._Yongeichthys_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,cf._Yongeichthys,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,Yongeichthys nebulosus,NA,NA,NA,Genus to Species and Species to NA as it was cf._Yongeichthys,,done 08.05.2024
ZOTU190,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU191,Eukaryota_Chordata_Actinopteri_Clupeiformes_Dussumieriidae_Etrumeus_Etrumeus teres,Eukaryota,Chordata,Actinopteri,Clupeiformes,Dussumieriidae,Etrumeus,Etrumeus teres,Fish16S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU192,Eukaryota_Chordata_Actinopteri_Atheriniformes_Atherinidae_Hypoatherina_Hypoatherina temminckii,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinidae,Hypoatherina,Hypoatherina temminckii,Fish16S,0,0,0,1,0,Dist. in SB,"Indo-Pacific: Red Sea and Delagoa Bay, Mozambique (Ref. 4125) and Persian Gulf (Ref. 68964) to the Cook Islands, north to the Caroline Islands, south to Queensland, Australia.",yes,yes,yes,yes,Species,NA,NA,1,7,NA,,NA
ZOTU193,Eukaryota_Chordata_Actinopteri_Lutjaniformes_Haemulidae_Diagramma_NA,Eukaryota,Chordata,Actinopteri,Lutjaniformes,Haemulidae,Diagramma,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU194,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Tetraodontidae_Torquigener_Torquigener pallimaculatus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener pallimaculatus,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU195,Eukaryota_Chordata_Actinopteri_Perciformes_Platycephalidae_NA_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Platycephalidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU196,Eukaryota_Chordata_Actinopteri_Carangiformes_Carangidae_Alectis_Alectis ciliaris,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Alectis,Alectis ciliaris,Fish16S,0,0,0,1,0,Dist. in SB,NA,yes,yes,yes,yes,Species,NA,expected in SB,1,1,NA,,NA
ZOTU197,Eukaryota_Chordata_Actinopteri_Perciformes_Platycephalidae_Cymbacephalus_Cymbacephalus staigeri,Eukaryota,Chordata,Actinopteri,Perciformes,Platycephalidae,Cymbacephalus,Cymbacephalus staigeri,Fish16S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,NA,,NA
ZOTU254,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_cf._Yongeichthys_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,cf._Yongeichthys,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,Yongeichthys nebulosus,NA,NA,NA,Genus to Species and Species to NA as it was cf._Yongeichthys,,done 08.05.2024
ZOTU199,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU64,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_cf._Yongeichthys_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,cf._Yongeichthys,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,Yongeichthys nebulosus,NA,NA,NA,Genus to Species and Species to NA as it was cf._Yongeichthys,,done 08.05.2024
ZOTU20,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Tetraodontidae_Torquigener_Torquigener pleurogramma,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener pleurogramma,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU200,Eukaryota_Chordata_Actinopteri_Mugiliformes_Mugilidae_Planiliza_NA,Eukaryota,Chordata,Actinopteri,Mugiliformes,Mugilidae,Planiliza,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU201,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Ostraciidae_Tetrosomus_Tetrosomus concatenatus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Ostraciidae,Tetrosomus,Tetrosomus concatenatus,Fish16S,0,0,0,0,0,Dist. in SB,Indo-West Pacific: East Africa to southern Japan and New Caledonia (Ref. 11897).,yes,yes,yes,yes,Species,NA,NA,1,1,NA,,NA
ZOTU202,Eukaryota_Chordata_Actinopteri_Pleuronectiformes_Soleidae_NA_NA,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Soleidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU203,Eukaryota_Chordata_Chondrichthyes_Myliobatiformes_Dasyatidae_Maculabatis_Maculabatis astra,Eukaryota,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Maculabatis,Maculabatis astra,Fish16S,0,0,1,1,0,Dist. in SB,NA,yes,yes,yes,yes,Species,NA,Black-spotted Whipray expected in SB,NA,NA,Taken out,Non-focus Species,NA
ZOTU204,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU205,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU206,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Monacanthidae_Chaetodermis_Chaetodermis penicilligerus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Chaetodermis,Chaetodermis penicilligerus,Fish16S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU207,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinella_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU208,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU209,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_Vanderhorstia_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Vanderhorstia,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU21,Eukaryota_Chordata_Actinopteri_Clupeiformes_Engraulidae_Engraulis_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU210,Eukaryota_Chordata_Actinopteri_Pleuronectiformes_Soleidae_NA_NA,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Soleidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU211,Eukaryota_Chordata_Actinopteri_Lutjaniformes_Haemulidae_Plectorhinchus_NA,Eukaryota,Chordata,Actinopteri,Lutjaniformes,Haemulidae,Plectorhinchus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU212,Eukaryota_Chordata_Actinopteri_Gerreiformes_Gerreidae_Gerres_Gerres oyena,Eukaryota,Chordata,Actinopteri,Gerreiformes,Gerreidae,Gerres,Gerres oyena,Fish16S,0,0,0,0,0,Dist. in SB,"Indo-Pacific: Red Sea to South Africa, east to Marshall and Samoa islands; north to the Ryukyus and south to the Queensland, Australia (Great Barrier Reef) and New Caledonia.",yes,yes,yes,yes,NA,NA,NA,1; 0.98; 0.99; 0.95,6,NA,,NA
ZOTU213,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Scarus_NA,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Scarus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU214,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
