#OTU ID	M1000	M1001	M1002	M1003	M1004	M1005	M1006	M1007	M1008	M1009	M1010	M1011	M1012	M1013	M1014	M1015	M1016	M1017	M1018	M1019	M1020	M1021	M1022	M1023	M1024	M1025	M1026	M1027	M1028	M1029	M1030	M1031	M1032	M1033	M1034	M1035	M1036	M1037	M1038	M1039	M1040	M1041	M1042	M1043	M1044	M1045	M1046	M1047	M1048	M1049	M1050	M1051	M1052	M1053	M1054	M1055	M1056	M1057	M1058	M1059	M1060	M1061	M1062	M1063	M1064	M1065	M1066	M1067	M1068	M1069	M1070	M1071	M1072	M1073	M1074	M1075	M1076	M1077	M1078	M1079	M1080	M1081	M1082	M1083	M1084	M1085	M1086	M1087	M1088	M1089	M1090	M1091	M1092	M1093	M1094	M1095	M1096	M1097	M1098	M1099	M1100	M1101	M1102	M1103	M1104	M1105	M1106	M1107	M1108	M1109	M1110	M1111	M1112	M1113	M1114	M1115	M1116	M1117	M1118	M1119	M1120	M1121	M1122	M1123	M1124	M1125	M1126	M1127	M1128	M1129	M1130	M1131	M1132	M1133	M2000	M2001	M2002	M2003	M2004	M2005	M2006	M2007	M2008	M2009	M2010	M2011	M2012	M2013	M2014	M2015	M2016	M2017	M2018	M2019	M2020	M2021	M2022	M2023	M2024	M2025	M2026	M2027	M2028	M2029	M2030	M2031	M2032	M2033	M2034	M2035	M2036	M2037	M2038	M2039	M2040	M2041	M2042	M2043	M2044	M2045	M2046	M2047	M2048	M2049	M2050	M2051	M2052	M2053	M2054	M2055	M2056	M2057	M2058	M2059	M2060	M2061	M2062	M2063	M2064	M2065	M2066	M2067	M2068	M2069	M2070	M2071	M2072	M2073	M2074	M2075	M2076	M2077	M2078	M2079	M2080	M2081	M2082	M2083	M2084	M2085	M2086	M2087	M2088	M2089	M2090	M2091	M2092	M2093	M2094	M2095	M2096	M2097	M2098	M2099	M2100	M2101	M2102	M2103	M2104	M2105	M2106	M2107	M2108	M2109	M2110	M2111	M2115	M2116	M2117	M2118	M2119	M2120	M2121	M2122	M2123	M2124	M2125	M2126	M2127	M2128	M2129	M2130	M2131	M2132	M2133	M2134	M2135	M2136	M2137	M2138	M2139	M2140	M2141	M2142	M2143	M2144	M2145	MENC1	MENC10	MENC11	MENC12	MENC13	MENC2	MENC3	MENC4	MENC5	MENC6	MENC7	MENC8	MENC9	MMC	MP1NC1	MP1NC2	MP1NC3	MP1NC4	MP2NC1	MP2NC2	MP2NC3	MP2NC4	MP2PC	Consensus Lineage
ZOTU60	3	0	158	130	0	144	26	1	685	0	342	17	302	114	1	2	0	2	2206	1158	538	217	2288	304	271	10	310	45	187	111	1042	1301	392	589	274	908	839	293	1789	115	0	109	1	526	0	1	4	45	2	2	3	143	202	1	2	1	0	2	2	0	1	0	2	0	2	4	0	0	3	4	0	3	220	2	3	376	1	2	2	44	468	3	1	1939	0	0	1	1	0	1	0	1	3	0	1	5	3	352	0	1	0	678	23	0	0	2	67	49	0	227	457	565	156	194	121	1987	190	760	196	2255	2954	694	716	0	351	1	1157	251	185	1178	719	474	773	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	126	354	2	272	2	0	0	138	1	0	1	1	0	0	61	241	248	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	3	2	3	0	0	0	1	0	0	0	0	1	285	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	315	2981	1	347	1149	1336	851	1887	185	1219	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	 k__Eukaryota_2759; p__Chordata_7711; c__Actinopteri_186623
ZOTU251	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Eukaryota_2759; p__Chordata_7711; c__Actinopteri_186623
ZOTU34	4	0	161	3	68	2	40	1485	255	304	502	64	364	3	0	1	1	0	1	5	37	102	446	2	293	0	98	0	0	186	2	230	0	1	2	6	14	2	0	237	5	456	4	244	4196	3	1	228	2	3	2	0	0	0	1	36	276	48	76	0	39	2	0	2	1	0	2	432	2	6	2	4	7	9	3	5	5	1	0	5	2	2	1	0	5	3	2	678	4	6	1299	1	1	4	1	4	3	0	1	1	1	0	2	46	247	153	0	280	3	0	146	0	2	0	103	228	1	1	2	0	1631	628	0	1466	0	3	2335	63	351	558	0	776	510	0	1	2	1	0	1	1156	1	1874	3	625	0	0	209	3	0	1	1	2785	4	2512	2509	1610	2835	1704	2162	633	399	213	7447	515	1344	5	1317	1	1	252	6	1	1746	3749	1	0	0	1	195	127	0	1	452	1	3	1	0	2	0	0	2	0	1	0	1	5	10	1	2	0	2	345	0	94	0	89	73	1822	852	1393	5452	417	1044	73	374	887	287	4	745	2	10	4	0	256	7944	6	4	1	1	1	0	1	3	892	1	1	4	0	0	2	2	1	1	0	611	0	4	8	9	1013	416	23350	1	6	898	4	316	1334	838	0	2	245	1452	693	1475	1038	5	2	2	2	859	629	0	3882	424	2875	3	0	0	2	3	0	0	5	2	1	0	3	0	3	6	1	0	0	0	1	2	0	0	2	 k__Eukaryota_2759; p__Chordata_7711; c__Actinopteri_186623; o__Gobiiformes_1489878; f__Gobiidae_8220; g__Yongeichthys_1515622; s__Yongeichthys_criniger_1515623
ZOTU228	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	153	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	 k__Eukaryota_2759; p__Chordata_7711; c__Actinopteri_186623; o__Siluriformes_7995
ZOTU62	1	0	32	0	0	0	11	170	245	0	178	54	203	9	144	724	24	4	1	948	670	1022	247	439	344	1	107	53	21	2	4140	15	1	29	14	1	0	2007	132	888	877	1020	1220	366	1178	413	148	510	580	134	2	0	2	3	0	4	0	1	1	0	28	1	0	0	0	1	0	31	118	3	0	120	0	2	1	4	0	2	1	0	0	1	3	0	5	0	1	0	0	0	1	1	0	1	1	0	4	1	0	0	0	1	66	2	4	0	0	0	173	101	345	0	3	23	31	226	331	1234	167	948	819	159	3	3	1	0	1097	265	777	491	233	0	37	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	309	21	108	34	15	451	633	892	538	2929	72	666	868	642	692	695	252	103	1	1	1	0	2	1	209	210	0	0	220	0	0	0	2	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	1	0	1	883	123	1	0	53	1	0	248	0	0	0	0	0	0	1	41	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	191	497	0	832	424	1034	955	418	1494	953	1759	1231	1284	608	203	605	0	8	0	0	1	0	0	1	0	36	100	0	1	508	0	0	0	0	0	0	0	0	1	1	0	0	1	3	0	0	0	0	0	0	0	0	1	0	 k__Eukaryota_2759; p__Chordata_7711; c__Actinopteri_186623; o__Siluriformes_7995
ZOTU29	3	258	285	292	152	116	111	777	2	562	285	203	793	2	1	648	632	2	490	297	525	621	522	608	535	1	98	83	71	690	898	2824	29	2305	214	64	754	589	1854	346	508	960	1	1164	1	1	2	1782	5	1	0	3	3	5	1	53	572	1	63	0	21	3	1	3	0	529	0	73	364	823	71	681	0	2	2	2	250	9	5013	231	4	5	3	6	3	2	0	3	2	9	3	9	4	4	1	7	4	1	2	2	0	819	0	0	77	132	1	286	1	130	992	501	890	801	1	0	0	1	731	0	337	283	1370	410	1381	1	71	0	122	761	1968	465	280	0	1	5	1	2	0	4	1	0	0	3	0	0	3	3	1	3	0	2	5	3202	3712	1398	2295	7594	2239	1843	2146	2178	5258	2321	4587	2930	5038	1885	2387	747	250	2	1	1699	0	1	2	4	265	1	2	0	0	2	0	0	6	0	0	1	0	0	0	2	4	4	0	0	0	1	1	80	331	4	0	2	0	1455	374	1726	6674	614	571	0	4	2	2	1	2374	0	0	1	1	0	3	2	2	0	3	0	0	0	1	0	0	0	0	1	1	2	0	2	0	0	0	0	0	631	5	0	305	611	206	847	518	2812	1014	3	124	818	2845	626	4335	610	0	1	1	2	4	1	974	0	4946	5	379	399	2	1	0	0	1	0	0	3	4	1	4	3	3	0	1	1	0	0	0	4	0	0	1	1	 k__Eukaryota_2759; p__Chordata_7711; c__Actinopteri_186623
ZOTU39	1	3	3	3	1	0	3	4	0	1	1	0	0	0	0	4	0	1	1	204	148	2	0	2	8	1	1	0	9	3	1416	1	5	124	45	0	1364	2	2	2	1	1	1	2	0	1227	1	1	1	1	654	2	536	499	1	1	2	0	81	86	3	0	0	2	1	250	600	0	1	1	0	1	126	411	520	0	2	4	1	389	0	1	2	0	3	0	3	2	1	2	0	4	2	3	1	1001	3	0	110	1	0	420	0	32	29	42	0	9	1	0	0	0	1	0	0	245	530	2	1	103	0	0	0	491	284	0	0	2	0	62	0	0	104	0	0	418	511	1056	1836	1	4	0	2	931	0	1031	0	260	362	1	0	0	0	0	58	0	74	41	0	0	122	0	0	1	0	1	1	2	0	2	254	3910	751	3101	4581	2	1006	1169	333	265	7	101	11098	1	484	889	4	374	0	412	259	172	32	301	2	2	70	4	214	77	0	1378	462	404	122	898	48	1	469	375	633	1	611	1	272	906	1133	2	1	0	869	4	166	281	4010	1	10	2	524	1	0	1503	3067	415	34	343	693	247	663	786	3	157	1	4	244	1096	3	2	1	0	534	123	0	1	3	2	1	0	2	2	1	2	2	0	2571	1043	4588	2130	2718	2359	388	1	1182	1738	489	20	1	0	0	1	3	0	0	0	0	0	1	1	0	1	1	1	0	1	1	2	0	0	0	0	 k__Eukaryota_2759; p__Chordata_7711; c__Actinopteri_186623; o__Syngnathiformes_129912; f__Callionymidae_30908
ZOTU99	1	3	0	1	0	0	1	0	0	118	0	0	0	0	0	0	2	0	0	1	0	0	0	28	3	0	12	0	0	31	292	202	15	27	1	125	6	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	46	0	0	0	0	0	2	0	0	0	0	0	9	0	654	1	0	0	523	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	28	0	0	0	1	0	0	53	45	26	35	0	100	124	169	134	46	120	0	1	6885	46	25	1	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	429	0	0	44	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	208	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	326	0	573	451	285	938	436	0	300	6	492	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	 k__Eukaryota_2759; p__Chordata_7711; c__Actinopteri_186623; o__Gobiiformes_1489878
ZOTU32	3	0	65	72	5	1	0	263	156	151	23	208	58	3	851	3	3	5	82	2161	1494	2848	1887	5195	1587	393	254	56	656	927	750	260	19	127	3	43	1	1	1848	84	433	2	2	3	536	3	6	289	185	2	2	2	3	905	0	536	182	1	96	145	181	978	463	865	2173	1757	2258	1015	628	1077	1253	1421	71	7	3	3	3	1	4	4	4	710	3	5	2	345	119	0	3	1314	1	6	2918	3	3027	2	2	0	157	1	2068	843	570	63	110	118	295	634	3	512	182	125	53	125	6	409	2033	268	2	460	870	195	4	3	1	0	849	454	117	139	1154	186	216	0	0	1	1	3	1	54	0	1	1	2	0	1	2	2	5	2	1	6	3	3846	1683	1119	2126	2410	3714	1375	1195	4058	5898	101	463	1294	3224	680	1197	334	1522	1	2	2	3	1119	0	396	467	1306	0	243	0	241	1	0	0	1	402	0	0	929	0	0	2	1095	0	2	2	2	122	1714	1384	2318	14	1	2	183	309	0	0	378	138	0	0	0	81	4	0	0	1	0	17	317	0	2	1	3	803	2	1	1	670	2	1	0	309	0	0	0	2	551	0	1	0	1	151	1129	1	1452	0	85	172	510	913	831	258	2646	43	485	151	756	840	1	0	0	3953	3	1	1211	0	2	1	1	2	2	1	2	2	0	0	0	1	0	3	0	3	1	2	0	1	2	2	1	0	2	2	0	0	0	 k__Eukaryota_2759; p__Chordata_7711; c__Actinopteri_186623; o__Centrarchiformes_1489940; f__Terapontidae_30875; g__Pelates_546548; s__Pelates_quadrilineatus_546549
ZOTU25	2	4	6	1	7	2	184	4	0	2	390	104	2	1	530	5	6	4	521	8	4	2	3	133	4	2	1	1	3	4	0	5	4	4	6	1	2	2	5	1	109	102	242	304	6	1194	2	203	631	2	280	239	2163	2	6	6615	3764	2895	4501	6483	10034	885	1670	1319	321	6299	2395	425	650	612	53	6	138	795	977	1456	3	6	9	411	423	2055	8150	331	4247	3	0	288	534	3517	1360	7329	1117	1328	4020	3355	5	1	581	618	2	588	6	553	863	1268	637	1719	554	0	129	8	0	3	62	0	5	193	5	1	2	3139	2	0	3	2	4	4	606	137	1	1	0	0	0	3	4	1	445	2	1	1904	2908	1	2	0	219	877	2	5	3	1	2	1	0	4	6	11	830	345	4	0	1	1	4	3565	6854	438	1505	235	1399	3	2	4	1	1609	2586	1	66	1	0	0	0	0	0	0	1	1	0	274	803	272	0	0	357	0	0	0	193	0	0	0	464	516	0	0	0	189	118	1	348	1	2	1	495	942	504	0	0	0	0	0	80	694	1	0	1	1	0	1	1	0	610	2	4	189	5	2145	4	811	3	0	2	2	0	2	0	423	0	0	1	0	2	1227	0	2	2	299	126	4	798	206	0	0	0	0	438	8	2	3416	1545	0	959	2439	1036	42	0	4	0	0	2	0	5	5	12	2	2	1	3	1	516	1	4	1	1	1	1	0	0	1	 k__Eukaryota_2759; p__Chordata_7711; c__Actinopteri_186623
ZOTU202	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	113	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1693	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 k__Eukaryota_2759; p__Chordata_7711; c__Actinopteri_186623; o__Beloniformes_76071; f__Exocoetidae_76072; g__Cheilopogon_293908
ZOTU115	1	82	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	0	0	2	0	1	0	1	821	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	77	499	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2563	0	0	0	0	2	402	815	0	0	653	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	0	86	0	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1699	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	22	0	0	0	0	504	0	0	0	0	0	621	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	 k__Eukaryota_2759; p__Chordata_7711; c__Actinopteri_186623; o__Perciformes_8111; f__Platycephalidae_30987; g__Inegocia_1043195; s__Inegocia_japonica_1230726
ZOTU63	1	2	0	0	5	1	1	63	65	0	0	0	0	0	0	0	2	0	0	0	82	24	1	0	25	0	0	0	1	46	0	4	23	16	0	0	1	323	0	1	220	0	186	14	0	781	2	518	129	0	141	2	672	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	1	91	1	0	0	1	696	0	3	1024	4	629	2	836	4	2020	0	0	0	0	1	1	1	0	0	0	1	3	1	0	183	0	0	410	0	0	0	0	1	0	200	32	123	160	0	62	346	0	0	0	0	0	1	327	0	0	113	0	0	140	6	553	351	554	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	933	498	172	384	1163	967	0	21	323	507	484	291	0	1746	2347	62	264	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	2	0	0	109	523	215	0	2	0	1	0	0	1	1	0	0	0	0	1	2	14	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	2	1	139	1	0	1	202	5	545	214	2166	1091	1261	1668	7921	257	1663	520	1460	0	1	0	0	0	1	1	206	2	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	0	1	 k__Eukaryota_2759; p__Chordata_7711; c__Actinopteri_186623
ZOTU216	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593	0	0	282	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Eukaryota_2759; p__Chordata_7711; c__Actinopteri_186623; o__Tetraodontiformes_31022; f__Ostraciidae_31025; g__Tetrosomus_245708; s__Tetrosomus_concatenatus_245709
ZOTU35	1	236	157	186	79	0	0	1	212	0	1	87	59	0	0	2	2	8	3	163	3	50	4	4	31	47	173	2	37	18	6	602	833	687	173	3117	256	5	3	1	1	2	2	0	0	1	4	6	1	1167	2	3	3	2975	20	80	2	345	881	270	328	7	3	23	437	1667	1168	1295	2836	4207	2090	4358	3164	933	9	4	0	472	4	1	729	2	2	0	4	0	405	63	119	5	0	3	0	1	1	939	0	3	300	0	350	1	421	88	585	803	3	620	81	172	82	0	207	28	0	0	2	0	0	1	2	0	3	0	0	107	0	3	0	64	97	1	1	0	0	2415	1633	1	817	1060	1	0	2	1	2	2	2	0	0	0	1	1	0	0	224	1	271	1	2	0	177	0	1	0	1	2	2	0	1	0	1	1	1	1	1	2	1	2631	695	277	4	250	80	0	421	1	4	83	1	607	1092	322	502	611	592	2602	2	1541	546	420	2059	6733	6374	6855	4072	875	1308	105	828	3385	6352	266	250	2	1	0	233	5	3	477	1	2	0	0	6	13	5	5	3	1906	0	5907	2974	5	851	328	1034	2	2	2	2	9	0	0	4	1	4	762	6	838	5	3	3	4	5	11	482	4	6	0	1	4	4	4	2	0	2	1749	6	385	374	3	0	2	3	67	4	1	2	3	0	4	2	0	2	0	0	0	0	3	0	1	0	0	1	2	0	0	1	1	 k__Eukaryota_2759; p__Chordata_7711; c__Actinopteri_186623; f__Sillaginidae_30874; g__Sillago_43257
ZOTU121	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	1	11	14	0	122	38	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	310	6253	1	6	1	177	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	153	0	338	340	380	54	211	0	125	95	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Eukaryota_2759; p__Chordata_7711; c__Actinopteri_186623; o__Gobiiformes_1489878; f__Gobiidae_8220
ZOTU78	1	0	0	0	0	0	0	0	0	0	0	0	2	548	2	0	0	0	0	1	1	0	1	0	1	1	0	0	2	1	0	0	2	0	0	0	2	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	2	249	18	52	0	0	0	462	0	0	1	0	0	0	0	1	1	223	0	0	216	1	0	0	2	1	1	1	0	4580	4	3	1	0	1	0	4	1	0	0	2	1	1	2516	0	452	1	1	2	1	1	0	650	177	294	94	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	967	1653	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	1	0	0	1	35	0	0	0	0	0	0	1	0	0	2	231	153	244	2	1	0	0	907	1	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	3	0	0	0	0	2	0	1	1	1	0	2940	0	0	0	0	0	3875	0	0	3	1	1347	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5273	0	0	2	0	1	1	0	0	0	 k__Eukaryota_2759; p__Chordata_7711; c__Actinopteri_186623; o__Tetraodontiformes_31022; f__Monacanthidae_143346
ZOTU96	1	0	44	0	0	57	0	1891	0	0	0	6	147	0	0	1	0	0	0	0	25	0	0	0	0	0	0	0	0	0	2	0	0	143	12	17	0	0	0	0	0	0	61	0	0	0	0	0	0	1	1	0	0	1	0	0	106	0	0	0	0	0	0	1	260	0	0	0	0	0	0	0	327	1	2	0	615	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	230	0	0	348	0	197	0	0	98	0	15	0	0	0	2	0	0	0	0	0	37	0	0	531	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	677	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2126	0	34	72	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	85	848	0	159	0	0	0	484	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	1	565	121	2470	1	211	121	959	0	0	4	0	0	0	0	0	0	0	0	0	0	175	0	3	1097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	 k__Eukaryota_2759; p__Chordata_7711; c__Actinopteri_186623; o__Pleuronectiformes_8252; f__Soleidae_30948; g__Liachirus_1286139; s__Liachirus_melanospilos_367195
